01/24/2000,January 24\,2000,Monday,Monday,24,24,24,115,Week 4,4,4,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 17,17,17,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-24
01/25/2000,January 25\,2000,Tuesday,Tuesday,25,25,25,116,Week 4,4,4,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 17,17,17,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-25
01/26/2000,January 26\,2000,Wednesday,Wednesday,26,26,26,117,Week 4,4,4,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 17,17,17,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-26
01/27/2000,January 27\,2000,Thursday,Thursday,27,27,27,118,Week 4,4,4,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 17,17,17,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-27
01/28/2000,January 28\,2000,Friday,Friday,28,28,28,119,Week 4,4,4,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 17,17,17,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-28
01/29/2000,January 29\,2000,Saturday,Saturday,29,29,29,120,Week 5,5,5,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-01-29
01/30/2000,January 30\,2000,Sunday,Sunday,30,30,30,121,Week 5,5,5,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-01-30
01/31/2000,January 31\,2000,Monday,Monday,31,31,31,122,Week 5,5,5,January,1,1,2000-01,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,4,4,4,FY2000-04,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-01-31
02/01/2000,February 01\,2000,Tuesday,Tuesday,1,32,1,123,Week 5,5,5,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-01
02/02/2000,February 02\,2000,Wednesday,Wednesday,2,33,2,124,Week 5,5,5,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-02
02/03/2000,February 03\,2000,Thursday,Thursday,3,34,3,125,Week 5,5,5,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-03
02/04/2000,February 04\,2000,Friday,Friday,4,35,4,126,Week 5,5,5,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 18,18,18,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-04
02/05/2000,February 05\,2000,Saturday,Saturday,5,36,5,127,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-05
02/06/2000,February 06\,2000,Sunday,Sunday,6,37,6,128,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-06
02/07/2000,February 07\,2000,Monday,Monday,7,38,7,129,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-07
02/08/2000,February 08\,2000,Tuesday,Tuesday,8,39,8,130,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-08
02/09/2000,February 09\,2000,Wednesday,Wednesday,9,40,9,131,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-09
02/10/2000,February 10\,2000,Thursday,Thursday,10,41,10,132,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-10
02/11/2000,February 11\,2000,Friday,Friday,11,42,11,133,Week 6,6,6,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 19,19,19,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-11
02/12/2000,February 12\,2000,Saturday,Saturday,12,43,12,134,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-12
02/13/2000,February 13\,2000,Sunday,Sunday,13,44,13,135,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-13
02/14/2000,February 14\,2000,Monday,Monday,14,45,14,136,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-14
02/15/2000,February 15\,2000,Tuesday,Tuesday,15,46,15,137,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-15
02/16/2000,February 16\,2000,Wednesday,Wednesday,16,47,16,138,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-16
02/17/2000,February 17\,2000,Thursday,Thursday,17,48,17,139,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-17
02/18/2000,February 18\,2000,Friday,Friday,18,49,18,140,Week 7,7,7,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 20,20,20,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-18
02/19/2000,February 19\,2000,Saturday,Saturday,19,50,19,141,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-19
02/20/2000,February 20\,2000,Sunday,Sunday,20,51,20,142,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-20
02/21/2000,February 21\,2000,Monday,Monday,21,52,21,143,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-21
02/22/2000,February 22\,2000,Tuesday,Tuesday,22,53,22,144,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-22
02/23/2000,February 23\,2000,Wednesday,Wednesday,23,54,23,145,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-23
02/24/2000,February 24\,2000,Thursday,Thursday,24,55,24,146,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-24
02/25/2000,February 25\,2000,Friday,Friday,25,56,25,147,Week 8,8,8,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 21,21,21,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-25
02/26/2000,February 26\,2000,Saturday,Saturday,26,57,26,148,Week 9,9,9,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-26
02/27/2000,February 27\,2000,Sunday,Sunday,27,58,27,149,Week 9,9,9,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-02-27
02/28/2000,February 28\,2000,Monday,Monday,28,59,28,150,Week 9,9,9,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-28
02/29/2000,February 29\,2000,Tuesday,Tuesday,29,60,29,151,Week 9,9,9,February,2,2,2000-02,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,5,5,5,FY2000-05,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-02-29
03/01/2000,March 01\,2000,Wednesday,Wednesday,1,61,1,152,Week 9,9,9,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-01
03/02/2000,March 02\,2000,Thursday,Thursday,2,62,2,153,Week 9,9,9,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-02
03/03/2000,March 03\,2000,Friday,Friday,3,63,3,154,Week 9,9,9,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 22,22,22,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-03
03/04/2000,March 04\,2000,Saturday,Saturday,4,64,4,155,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-04
03/05/2000,March 05\,2000,Sunday,Sunday,5,65,5,156,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-05
03/06/2000,March 06\,2000,Monday,Monday,6,66,6,157,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-06
03/07/2000,March 07\,2000,Tuesday,Tuesday,7,67,7,158,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-07
03/08/2000,March 08\,2000,Wednesday,Wednesday,8,68,8,159,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-08
03/09/2000,March 09\,2000,Thursday,Thursday,9,69,9,160,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-09
03/10/2000,March 10\,2000,Friday,Friday,10,70,10,161,Week 10,10,10,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 23,23,23,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-10
03/11/2000,March 11\,2000,Saturday,Saturday,11,71,11,162,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-11
03/12/2000,March 12\,2000,Sunday,Sunday,12,72,12,163,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-12
03/13/2000,March 13\,2000,Monday,Monday,13,73,13,164,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-13
03/14/2000,March 14\,2000,Tuesday,Tuesday,14,74,14,165,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-14
03/15/2000,March 15\,2000,Wednesday,Wednesday,15,75,15,166,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-15
03/16/2000,March 16\,2000,Thursday,Thursday,16,76,16,167,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-16
03/17/2000,March 17\,2000,Friday,Friday,17,77,17,168,Week 11,11,11,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 24,24,24,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-17
03/18/2000,March 18\,2000,Saturday,Saturday,18,78,18,169,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-18
03/19/2000,March 19\,2000,Sunday,Sunday,19,79,19,170,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-19
03/20/2000,March 20\,2000,Monday,Monday,20,80,20,171,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-20
03/21/2000,March 21\,2000,Tuesday,Tuesday,21,81,21,172,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-21
03/22/2000,March 22\,2000,Wednesday,Wednesday,22,82,22,173,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-22
03/23/2000,March 23\,2000,Thursday,Thursday,23,83,23,174,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-23
03/24/2000,March 24\,2000,Friday,Friday,24,84,24,175,Week 12,12,12,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 25,25,25,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-24
03/25/2000,March 25\,2000,Saturday,Saturday,25,85,25,176,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-25
03/26/2000,March 26\,2000,Sunday,Sunday,26,86,26,177,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekend,None,None,2000-03-26
03/27/2000,March 27\,2000,Monday,Monday,27,87,27,178,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-27
03/28/2000,March 28\,2000,Tuesday,Tuesday,28,88,28,179,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-28
03/29/2000,March 29\,2000,Wednesday,Wednesday,29,89,29,180,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-29
03/30/2000,March 30\,2000,Thursday,Thursday,30,90,30,181,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-30
03/31/2000,March 31\,2000,Friday,Friday,31,91,31,182,Week 13,13,13,March,3,3,2000-03,Q1,1,1,2000-Q1,2000,FY Week 26,26,26,6,6,6,FY2000-06,FY Q2,FY2000-Q2,2,2,FY2000,2000,Nonholiday,Weekday,None,None,2000-03-31
04/01/2000,April 01\,2000,Saturday,Saturday,1,92,1,183,Week 14,14,14,April,4,4,2000-04,Q2,2,2,2000-Q2,2000,FY Week 27,27,27,7,7,7,FY2000-07,FY Q3,FY2000-Q3,3,3,FY2000,2000,Nonholiday,Weekend,None,None,2000-04-01
04/02/2000,April 02\,2000,Sunday,Sunday,2,93,2,184,Week 14,14,14,April,4,4,2000-04,Q2,2,2,2000-Q2,2000,FY Week 27,27,27,7,7,7,FY2000-07,FY Q3,FY2000-Q3,3,3,FY2000,2000,Nonholiday,Weekend,None,None,2000-04-02
04/03/2000,April 03\,2000,Monday,Monday,3,94,3,185,Week 14,14,14,April,4,4,2000-04,Q2,2,2,2000-Q2,2000,FY Week 27,27,27,7,7,7,FY2000-07,FY Q3,FY2000-Q3,3,3,FY2000,2000,Nonholiday,Weekday,None,None,2000-04-03
04/04/2000,April 04\,2000,Tuesday,Tuesday,4,95,4,186,Week 14,14,14,April,4,4,2000-04,Q2,2,2,2000-Q2,2000,FY Week 27,27,27,7,7,7,FY2000-07,FY Q3,FY2000-Q3,3,3,FY2000,2000,Nonholiday,Weekday,None,None,2000-04-04
04/05/2000,April 05\,2000,Wednesday,Wednesday,5,96,5,187,Week 14,14,14,April,4,4,2000-04,Q2,2,2,2000-Q2,2000,FY Week 27,27,27,7,7,7,FY2000-07,FY Q3,FY2000-Q3,3,3,FY2000,2000,Nonholiday,Weekday,None,None,2000-04-05
